cognom;freq1;freq2;fre1i2
VALCARCEL;5346;5314;35
SAMPER;5329;4887;27
MORERA;5321;5403;39
RUZ;5300;5201;57
NOGUEIRA;5300;5181;57
PARIS;5296;5141;71
BARAHONA;5296;5039;55
GUIRAO;5293;5444;35
FERRERAS;5290;5118;142
GASPAR;5286;5280;47
DE HARO;5266;5235;43
ELIAS;5264;4816;17
BENAVENTE;5260;4934;17
FLORIDO;5253;5265;71
LILLO;5251;4874;35
CASTELLS;5247;4884;27
ZUÑIGA;5244;5115;35
JULIA;5240;5013;33
GALLO;5239;4672;39
URRUTIA;5232;4896;25
DORTA;5209;5369;133
MORATO;5199;5093;34
ARRIETA;5190;5132;46
COELLO;5190;5117;69
MONTALVO;5175;4951;77
BUITRAGO;5172;5034;49
CASARES;5161;5126;32
GABARRE;5160;4825;625
LORCA;5142;4925;39
MARTINS;5138;4312;43
SALAMANCA;5131;5126;30
PEREDA;5130;4940;78
HUANG;5128;435;25
GOMIS;5126;4505;51
MERIDA;5123;4771;49
BRIONES;5114;4931;31
CASALS;5104;4904;41
CUETO;5087;5071;30
HIGUERAS;5084;4814;88
CALZADA;5083;5212;75
MENESES;5083;5141;65
RECHE;5082;5297;93
SANABRIA;5075;5150;52
PAJARES;5066;4823;35
UGARTE;5059;5071;49
HUSSAIN;5053;311;34
DE LA IGLESIA;5036;5023;20
QUINTANILLA;5036;4873;40
GONZALES;5035;5132;74
JOVER;5035;4884;15
TUR;5028;4996;236
AGULLO;5028;4685;91
DENIZ;5026;5086;257
CANDELA;5013;4885;65
VERDEJO;5009;5025;34
JORDA;5008;5135;38
GARAY;5007;5130;37
LARREA;5007;4955;35
VALLADARES;5001;4580;44
CABRERO;4994;4922;38
CONEJO;4987;5586;53
MATIAS;4979;4976;45
DE LA PEÑA;4978;4654;22
ROPERO;4966;5368;55
CASERO;4965;4821;17
ASENJO;4963;4675;25
FERNANDES;4951;3978;83
VARA;4950;5084;134
ALBALADEJO;4944;4691;37
BERNARDO;4941;4946;36
MATO;4930;4999;59
DEL AMO;4917;5196;51
ESPARZA;4908;4465;25
CORBACHO;4906;4887;46
PUEYO;4897;4804;30
BENAVENT;4894;4721;275
MARTEL;4892;5347;466
GARMENDIA;4880;5003;123
PUGA;4876;4712;43
CERRO;4875;5063;89
ARAGONES;4871;4495;59
LLORCA;4861;4897;81
TRIVIÑO;4861;4840;50
BAYON;4856;4964;63
MAESTRO;4855;4539;40
DE JESUS;4852;4771;85
MADRIGAL;4852;4751;34
BARRIGA;4849;4803;58
ESPINAR;4842;4531;16
TORRADO;4833;4924;51
DE LA VEGA;4817;4517;30
RIUS;4811;4603;17
SIMO;4804;4832;26
VADILLO;4800;4741;57
PALOMAR;4791;4596;64
PAGES;4788;4526;14
CADENAS;4786;4715;69
FERRANDEZ;4783;4583;51
IRIARTE;4781;4764;42
JIANG;4777;294;14
MONJE;4765;4610;15
TORMO;4759;4562;53
HENRIQUEZ;4757;4655;45
DE ANDRES;4757;3775;22
MILAN;4754;4812;41
SALIDO;4753;4904;40
PINTADO;4753;4698;23
CISNEROS;4750;4516;37
DONOSO;4742;4796;59
PITA;4739;4418;82
MONTALBAN;4731;4789;29
BLAS;4729;4559;40
MANCEBO;4724;4783;61
CASANOVAS;4721;4663;20
AYLLON;4719;4613;35
GUARDIA;4717;4749;43
ROA;4717;4467;38
HIERRO;4715;4797;37
CLAVIJO;4712;4731;26
ANGEL;4710;4767;31
DE PABLO;4703;4203;34
DONAIRE;4697;4520;60
BOU;4688;4298;45
RAMA;4685;4817;63
CABO;4676;4483;44
DE LA CALLE;4665;4270;28
VILANOVA;4662;4699;30
ANGUITA;4660;4854;42
LARRAÑAGA;4652;4477;114
MOLLA;4649;4425;23
POPA;4648;468;38
CAPILLA;4640;5197;71
ESCALONA;4631;4858;46
ZORRILLA;4628;4890;30
BOLIVAR;4626;4778;91
CARPINTERO;4619;4418;40
PICON;4618;4622;29
SMITH;4617;1166;7
BUSTO;4616;4332;40
URIBE;4611;4634;43
SABATE;4611;4390;34
PORTERO;4610;4835;55
ALBARRAN;4610;4286;36
CASTILLEJO;4609;4413;42
PORCEL;4601;4909;57
GIRALDEZ;4600;4570;43
NORIEGA;4598;4758;49
POZA;4594;4475;79
ANTEQUERA;4586;4618;38
VALENTIN;4582;4600;27
TORRENT;4581;4242;17
SARABIA;4575;4516;32
CUERVO;4571;4667;69
UTRERA;4569;4442;117
DALMAU;4550;4237;5
AGUIAR;4542;4634;25
PARRAGA;4541;4460;38
MONREAL;4540;4357;19
GREGORIO;4534;4754;43
AMIGO;4531;4425;89
PALMERO;4525;4092;47
MIQUEL;4521;4350;25
JIN;4521;277;8
RABADAN;4520;4327;26
PORTA;4516;4228;17
POP;4496;416;40
CORTIJO;4495;4333;74
MEDIAVILLA;4494;4602;73
CAÑADA;4490;4482;31
CARABALLO;4490;4481;59
CASCALES;4483;4808;42
PELAYO;4474;4509;96
TENORIO;4470;4425;34
VAL;4466;4464;34
PAYA;4465;4401;31
MONTESDEOCA;4459;4483;54
SILES;4448;4616;22
CERRATO;4445;4537;55
GARROTE;4440;4544;48
TERRON;4440;4403;46
RONCERO;4434;4441;54
BERLANGA;4432;4387;72
MONROY;4430;4420;31
RODA;4426;4496;24
COMPANY;4422;4150;38
POZUELO;4419;4505;26
ALBERDI;4414;4252;76
KHAN;4411;796;131
GRANDA;4408;4504;102
BLANCH;4406;4284;26
CARBAJO;4405;4200;52
MIGUELEZ;4397;4168;85
JODAR;4395;4620;31
ALMANSA;4395;4612;36
MONTAÑES;4394;4333;29
GINES;4394;4078;25
GEA;4391;4400;34
DE FRUTOS;4389;4116;65
BAYO;4385;4166;52
CEPEDA;4380;4461;32
PRIEGO;4373;4533;69
ZAMBRANA;4367;4316;46
ESCRIVA;4363;4433;144
PUCHE;4362;4360;34
PORTO;4356;4272;59
VILLARREAL;4355;4375;41
CONCEPCION;4353;4931;67
DE OLIVEIRA;4352;4983;57
PIÑOL;4347;4433;80
LLUCH;4347;4202;29
ROSARIO;4341;4296;149
MORGADO;4341;4266;27
CORONEL;4340;4042;64
REGUERA;4331;4201;95
JUSTO;4326;4309;61
MILLA;4321;4280;46
TERAN;4319;4056;31
PAN;4316;2009;8
TRIGUERO;4308;4433;43
BAZAN;4308;4228;19
RAPOSO;4305;4377;53
MORANTE;4303;4243;49
MORALEDA;4303;3962;85
AGUERA;4299;4342;32
BEDOYA;4297;4492;51
SOTELO;4292;4138;53
CABAÑAS;4286;4077;30
MICO;4284;4267;70
ARCAS;4282;4312;35
INFANTES;4280;4236;16
MORELL;4264;3715;26
PLATA;4257;4367;76
PEÑAS;4250;4224;33
MAQUEDA;4225;4518;23
GAZQUEZ;4225;4083;70
CASTRILLO;4218;3948;69
QUISPE;4208;4485;132
BERTRAN;4206;3879;27
ABELLA;4204;4243;81
RANGEL;4202;4243;49
ROMANO;4201;3583;12
POMARES;4199;4052;41
DE PAZ;4197;4126;45
ASENCIO;4193;4188;20
MURO;4192;4335;13
REGUEIRO;4192;4113;34
AMARO;4192;4009;21
VACAS;4177;4293;27
TEIXEIRA;4174;3466;36
TRINIDAD;4173;4178;56
RESTREPO;4171;4399;81
ROQUE;4169;4197;26
CASTEJON;4167;4067;27
BARON;4167;3966;24
QUEROL;4167;3860;64
PANADERO;4162;4255;22
VENEGAS;4155;3918;79
CARAVACA;4151;4169;38
GRANERO;4150;4126;65
MULERO;4149;4118;30
ALMAZAN;4146;4076;67
CARRACEDO;4145;4087;98
ARANGO;4144;4058;62
ROSILLO;4141;4028;96
MANJON;4138;3973;33
ROSAS;4137;3968;34
PLANA;4136;3885;20
FORTES;4135;4235;88
CANTON;4134;4111;33
MARIA;4132;4110;56
BARCO;4122;4218;31
ROCAMORA;4120;4059;139
MACHO;4118;4419;48
ALCON;4096;4212;49
MACHIN;4083;4128;57
SEDANO;4080;4149;39
NIÑO;4078;4264;26
PRADAS;4075;3964;46
CARBO;4073;3870;10
FELIX;4065;4094;21
TORNERO;4064;4183;38
CASTELL;4058;3998;38
VILAS;4051;3947;13
FUNES;4051;3770;36
TEBAR;4049;4081;38
CALZADO;4047;4019;52
GANDIA;4044;3933;50
SALVATIERRA;4042;3863;44
POSADA;4037;4046;31
ARREGUI;4037;4036;27
AGUAYO;4029;3994;22
ARGUELLES;4028;3991;38
MOLINER;4027;3985;65
PANTOJA;4027;3807;34
HU;4006;305;22
MIRAS;4005;3910;29
FELIZ;4004;3990;294
CAMPAÑA;3998;4193;38
LOUREIRO;3993;3907;44
URBINA;3992;3904;43
BORGES;3987;3838;36
TORRIJOS;3971;4014;93
TRAORE;3968;543;76
GALEANO;3959;3921;54
MUHAMMAD;3959;311;32
DURA;3957;3763;35
ESCAMILLA;3953;4007;8
JAUREGUI;3953;3905;20
YANES;3949;3868;37
LLEDO;3946;3736;16
PARRAS;3945;3950;47
OCAMPO;3945;3825;63
RIBEIRO;3944;3434;21
ARTILES;3942;4106;71
VIGO;3941;3934;12
MATAMOROS;3937;4114;50
CUTILLAS;3933;3923;53
RIVEIRO;3933;3781;25
SEIJAS;3932;3900;20
MOTOS;3929;3939;149
CONEJERO;3927;3904;14
ABADIA;3921;3857;37
CUARTERO;3920;3989;57
CANAL;3911;3955;21
IVANOVA;3906;2216;195
ORTA;3905;4063;62
DE PEDRO;3898;3809;60
FERRI;3890;3575;25
MANGAS;3887;3945;46
LONDOÑO;3883;3871;79
DEL BARRIO;3882;3463;27
FABREGAT;3881;3744;56
ARMENGOL;3881;3687;20
QUINTAS;3877;3948;45
VARO;3872;3768;37
REINOSO;3869;3927;43
MENGUAL;3868;4093;65
TORRECILLAS;3866;3655;21
OLLER;3864;3683;76
BALDE;3862;853;259
IÑIGUEZ;3861;4033;19
BEJAR;3861;3762;47
PARRADO;3861;3726;48
MONFORT;3861;3660;45
BREA;3861;3633;21
COZAR;3860;3890;30
SENDRA;3858;3909;96
FERRO;3856;3713;20
VILARIÑO;3856;3672;41
BARRENA;3851;3888;59
NICOLAU;3851;3602;43
CASILLAS;3845;3699;62
PEDRERO;3844;3902;11
ALSINA;3843;3809;12
RAMIS;3841;3668;60
UCEDA;3840;3663;33
ANTELO;3839;3505;68
MIRON;3838;2948;17
MORATA;3835;3581;30
ABASCAL;3834;4226;171
COLOM;3827;3698;47
CANALS;3825;3690;16
QUILEZ;3822;3590;49
AGUILA;3818;4002;34
PABLOS;3818;3620;27
LANDA;3816;3443;7
CEDEÑO;3815;4043;95
AGUERO;3815;3743;48
IZAGUIRRE;3814;3757;55
FONTAN;3811;3458;69
BARCIA;3801;3560;18
ORTS;3800;3500;24
GALIANA;3799;3712;17
IVANOV;3799;1994;196
VALBUENA;3795;3707;31
DIZ;3787;3785;74
BORRERO;3783;3796;29
CARNERO;3778;3901;26
LAVADO;3778;3853;47
PABLO;3775;4083;48
ANDRADES;3770;3790;40
TORRENTE;3769;3960;28
CAMARERO;3764;3832;48
RENDON;3760;3956;20
VIEIRA;3756;3297;25
LLANO;3752;3773;35
BAQUERO;3745;3479;33
DEVESA;3743;3543;55
GONZALVEZ;3742;3323;29
BUSQUETS;3741;3662;35
RUA;3733;3902;39
NEBOT;3729;3875;56
VIANA;3725;3476;48
TORRECILLA;3721;3673;36
ARAQUE;3715;3702;48
CAYUELA;3710;3765;35
HUGUET;3707;3616;38
COUTO;3700;3478;30
CASES;3691;3721;28
HIGUERA;3688;3624;32
SAN ROMAN;3687;3441;37
ZARATE;3687;3424;35
TOSCANO;3687;3413;30
ARAMBURU;3686;3663;47
ARNAL;3676;3762;79
DURO;3675;3439;24
LAHOZ;3671;3660;47
ALCOLEA;3670;3643;73
GADEA;3670;3517;24
DE JUAN;3668;2683;8
TORRICO;3666;3352;54
RADU;3665;350;22
LIEBANA;3661;3473;166
MELO;3657;3948;49
VIEJO;3657;3823;50
BARRIONUEVO;3655;3625;37
MUGICA;3651;3719;53
YEPES;3648;3674;27
IBORRA;3645;3455;26
VICENT;3640;3526;30
ALGUACIL;3638;3360;27
TABARES;3635;3690;45
LASTRA;3633;3426;16
GRAÑA;3632;3752;61
MARINA;3632;3285;42
LASO;3625;3864;59
CORDOVA;3625;3619;68
SAMANIEGO;3624;3358;22
PASTRANA;3620;3686;53
AMO;3620;3437;17
AVALOS;3609;3614;25
DEL REY;3608;3425;47
ROSSELLO;3604;3562;32
OSPINA;3603;3684;95
RODAS;3601;3785;49
CAO;3601;2981;20
SIMARRO;3597;3774;30
NUÑO;3595;3438;50
ROMEO;3594;3401;28
GAITAN;3593;3481;13
MENDIZABAL;3592;3762;38
BAS;3591;3513;17
REGALADO;3584;3680;45
FERRANDIZ;3583;3496;20
ACERO;3576;3497;40
PEREIRO;3560;3534;20
PALENCIA;3557;3399;17
IRANZO;3554;3346;34
BLANES;3552;3408;31
BLANCA;3551;3539;24
MASIP;3551;3334;100
MOLL;3549;3482;84
ARRABAL;3545;3677;58
CURBELO;3543;3401;81
VELARDE;3542;3192;13
HUETE;3541;3645;15
PARREÑO;3540;3640;21
LAGE;3528;3345;29
NAVALON;3525;3354;69
MENDES;3525;2390;165
VIVANCOS;3523;3469;31
ORTIGOSA;3520;3358;49
BARRAL;3519;3604;23
GAMBOA;3517;3548;50
ARTIGAS;3514;3427;31
NEGRIN;3510;3433;56
CARREIRA;3510;3295;27
VENDRELL;3503;3443;36
LIÑAN;3502;3748;33
TERCERO;3501;3658;55
BARQUERO;3499;3534;36
ROZAS;3499;3391;32
MATILLA;3495;3690;71
CANET;3493;3502;76
LUGO;3492;3464;31
MORENTE;3487;3192;22
SABORIDO;3478;3590;23
CUEVA;3475;3575;79
GAMARRA;3474;3446;63
POMBO;3463;3475;25
COTO;3459;3475;35
CHINCHILLA;3459;3379;34
VALDEZ;3454;3449;90
MONDEJAR;3451;3401;15
PINEDO;3450;3627;58
ARTERO;3448;3333;27
DE LOS REYES;3444;3520;21
EGIDO;3440;3491;22
PINTOR;3438;3393;23
SELLES;3435;3397;44
OLEA;3435;3237;9
CRUCES;3435;3160;32
ROMEU;3434;3138;7
VILLARROEL;3433;3253;45
BELLON;3432;3287;54
TREJO;3430;3755;17
ESTEBANEZ;3424;3357;35
BALLESTA;3423;3249;34
DE LUCAS;3422;3310;36
CURTO;3414;3060;39
PAGAN;3411;3274;22
JI;3411;219;8
ALMENDROS;3409;3465;67
LLINARES;3408;3247;73
BARREDA;3407;3269;53
CORREAS;3406;3490;48
CORTINA;3403;3378;32
DEL VAL;3403;3161;18
FELIU;3402;3253;8
ALBERO;3401;3336;33
KEITA;3400;408;97
FRANCH;3392;3231;108
ACEITUNO;3391;3401;43
DA COSTA;3388;3236;35
TOLOSA;3384;3598;40
NOTARIO;3384;3474;19
CURIEL;3383;3486;59
LASA;3383;3355;40
PACHON;3379;3546;16
BERNARDEZ;3375;3272;33
DE BLAS;3373;3354;44
SALADO;3369;3262;29
MATE;3365;3168;54
CORCOLES;3364;3600;56
MAYORGA;3364;3428;52
POLANCO;3363;3443;65
CALVENTE;3361;3286;67
CORBALAN;3357;3423;46
PAJUELO;3356;3518;16
CUADROS;3354;3414;40
MEZA;3352;3315;35
PIMENTEL;3351;3322;21
DUMITRU;3350;280;23
FRESNEDA;3347;3284;56
MERCADER;3345;3268;17
SOLERA;3344;3435;19
EDO;3343;3189;51
MONZO;3341;3259;24
BERRIO;3340;3553;145
MULET;3338;3282;44
TEJEDA;3331;3295;33
LOSA;3328;3180;18
ALEGRIA;3324;3179;30
HITA;3322;3146;48
OLTRA;3320;3061;36
ESPINA;3319;3261;43
CLAVERO;3319;3232;27
GUASCH;3315;3155;46
BAYONA;3312;3257;33
BERNAD;3310;3296;44
BAJO;3309;3427;43
GALISTEO;3309;3379;14
VARONA;3308;3097;28
COLMENERO;3306;3259;28
VICARIO;3304;3366;52
ALGABA;3302;3349;61
VALDIVIESO;3302;3257;40
SOLORZANO;3296;3281;40
GABALDON;3295;3321;25
NOYA;3293;3147;48
GIJON;3286;3165;15
CALABUIG;3283;3339;51
MARCHENA;3281;3472;10
ALCOCER;3281;3277;18
ALLER;3280;3313;74
CORPAS;3275;3204;14
ZARZA;3270;3416;27
GUILLEM;3270;3279;35
PIEDRA;3270;3057;25
DE LA HOZ;3267;3177;23
LOPES;3266;2935;20
MARCH;3263;3009;12
PATON;3262;3301;18
CASTELLON;3261;3243;35
BRENES;3257;3021;40
QUIJADA;3256;3112;25
ALBEROLA;3252;3282;27
LAVIN;3249;3432;59
CALLEJAS;3246;3060;20
GUILLAMON;3243;3280;70
LLADO;3243;3184;7
IQBAL;3242;272;34
HERRAEZ;3240;2895;51
SUN;3240;232;5
AGUDELO;3236;3426;64
HUESO;3235;3002;20
DEL TORO;3235;2994;49
TORRAS;3235;2879;11
BORREGUERO;3228;3184;13
MANCERA;3228;3125;30
TRIGUEROS;3226;3343;22
REGO;3221;3416;35
GALARZA;3221;3227;51
LEYVA;3220;3483;40
FALL;3214;713;106
IÑIGO;3211;2858;21
BARRADO;3210;3045;20
SIRVENT;3205;3046;38
BARRACHINA;3204;3068;19
RODERO;3204;2979;42
AZORIN;3197;3214;53
QUINTELA;3196;3184;27
BOZA;3195;3333;21
ESCOLANO;3195;3158;25
GOICOECHEA;3190;3545;49
GUEYE;3187;648;61
MOLDOVAN;3185;246;20
COLOMA;3180;2994;19
MOLANO;3178;3218;36
MONCADA;3177;3102;24
MATUTE;3176;3179;29
POSE;3174;3385;67
PITARCH;3174;3094;45
BALBOA;3167;3103;20
COULIBALY;3165;388;59
VICENS;3162;3050;28
BERTOMEU;3159;3253;63
SOLSONA;3158;3210;25
BARO;3158;3115;25
MONEDERO;3157;3237;23
CASTIÑEIRA;3155;3125;46
ASENSI;3155;2896;16
SOMOZA;3153;3010;20
LARROSA;3147;2982;37
SERRAT;3144;3012;16
BORRELL;3144;2905;20
TORAL;3138;3089;0
HERNANZ;3138;2754;93
ETXEBERRIA;3137;2535;42
MAGAN;3136;3169;20
DEL CERRO;3136;3114;40
CHAMIZO;3136;3073;27
ZARCO;3136;3060;30
VIVO;3132;3129;28
ARACIL;3130;3225;10
GANDARA;3129;2923;34
LERMA;3127;2876;11
TAMARIT;3127;2827;33
MALAGON;3125;3156;25
CEJUDO;3117;3252;17
HEVIA;3114;3119;26
TRONCOSO;3111;3084;29
TORRALBO;3110;3223;31
SEIJO;3109;3085;19
HOLGUIN;3108;3171;40
ESCOBEDO;3104;2880;89
PERONA;3102;3122;34
MARQUINA;3101;3114;18
BARCENA;3100;2989;41
MACHUCA;3099;3082;19
CALLEJO;3098;2855;25
MELGAREJO;3095;3217;23
BARRUL;3095;2930;347
LOPERA;3094;3067;40
AMENGUAL;3093;3036;51
GARGALLO;3091;2931;39
MAESO;3088;3339;31
VILLAESCUSA;3086;2967;10
GALLEGOS;3085;3107;33
PUENTES;3085;3090;24
REQUEJO;3082;3153;38
COMESAÑA;3082;3104;107
ESTEPA;3081;2991;19
POU;3074;2856;23
GONGORA;3074;2851;17
JAREÑO;3066;3336;19
CABRERIZO;3066;3062;67
MOURE;3064;2954;17
TORTAJADA;3063;3111;44
OBREGON;3063;3018;31
PELEGRIN;3062;2962;10
FLOR;3061;2968;43
ARMENTEROS;3061;2899;27
DEL HOYO;3058;2976;17
MENDIETA;3056;3025;29
MOSCOSO;3053;3132;18
MUR;3052;3232;42
CORONA;3051;3039;32
CUBAS;3046;3129;51
BATLLE;3042;2865;15
BROTONS;3041;2861;20
CRUZADO;3039;3172;18
SICILIA;3039;2815;23
PRADES;3033;2891;24
LLACER;3025;2976;34
BAUZA;3024;3140;64
FABRA;3014;3185;5
COLLANTES;3013;3159;23
AGUSTI;3012;2963;25
CABRAL;3011;2760;25
BERNAT;3009;3015;12
LLOP;3006;2986;50
GASCO;3006;2876;27
GELABERT;3005;2908;28
VERDE;3004;2870;13
GIRONA;2998;2997;19
PIQUER;2997;3019;18
ARANGUREN;2996;2649;18
HENAO;2992;3180;59
COLLAZO;2992;2871;28
QIU;2990;264;21
DIOS;2988;2872;54
MESAS;2985;3185;54
CAICEDO;2985;2930;75
CAMARENA;2984;2969;48
ULLOA;2980;3155;35
HERMOSILLA;2978;3099;14
PORTILLA;2977;3078;25
MONTAÑEZ;2976;2958;70
LUMBRERAS;2975;3080;8
MIÑANA;2974;2915;27
RAYO;2972;3029;39
CANDEL;2964;3002;26
NOVILLO;2954;3120;34
LEMOS;2954;2910;26
ALCAÑIZ;2953;2641;11
HERNAN;2951;2831;36
MAGRO;2950;2909;32
DE SOUSA;2945;2915;30
GALDON;2944;3099;37
VILLALON;2941;2817;17
CIUDAD;2940;2999;46
DARIAS;2940;2834;86
BERBEL;2937;2704;17
VAZ;2932;2795;48
GALDEANO;2930;2946;46
LANZA;2927;2819;29
LEDO;2927;2786;37
AQUINO;2925;2755;46
BOUZAS;2924;2653;32
ADAME;2917;2870;13
ENRIQUE;2916;3022;7
MADUEÑO;2915;3076;38
TROYA;2914;2791;44
AZCONA;2910;2923;21
REGUEIRA;2907;2799;36
ZABALETA;2903;2960;74
GONCALVES;2901;2272;43
REVERTE;2900;3052;56
VARAS;2897;2925;38
VIÑA;2893;2921;23
RIOJA;2888;2926;37
GARATE;2884;2859;38
OLIVEROS;2883;2816;14
BAZ;2883;2660;39
CEA;2882;2753;12
OLIVERAS;2879;2952;12
UTRILLA;2878;2867;43
GAVIRA;2877;2766;22
FANDIÑO;2877;2663;20
DAVID;2877;1668;19
BATALLA;2873;2685;35
ESPI;2871;2689;24
MONTSERRAT;2870;2892;15
LAINEZ;2870;2647;15
MUNUERA;2869;2895;7
MORANT;2869;2784;39
MALLO;2867;2868;37
GOMARIZ;2866;2775;33
ILLAN;2865;2841;19
PINTOS;2865;2779;24
CAÑELLAS;2863;2903;34
LARIOS;2860;3083;13
BOADA;2858;2653;24
DIAS;2858;2603;17
YU;2858;245;9
VINUESA;2857;2882;45
CORREDOR;2856;2684;46
BELENGUER;2855;2833;28
ARREDONDO;2851;2656;37
SOW;2851;549;161
ORIHUELA;2846;2891;13
SARR;2846;486;82
CLAVERIA;2844;2986;146
ALEJO;2840;2858;14
CARRASCAL;2839;2773;39
CONSTANTIN;2838;288;14
CUELLO;2837;2826;26
RICART;2837;2709;16
JONES;2836;575;6
IVARS;2835;2833;144
ROURA;2835;2808;21
CANOSA;2834;2918;97
ETXEBARRIA;2834;2399;77
ALBARRACIN;2831;2853;27
MAGDALENO;2829;2902;17
MAYORDOMO;2829;2701;47
VILALTA;2828;2819;22
FABREGAS;2827;3019;0
PIERA;2827;2897;10
BOCANEGRA;2827;2870;15
GUAMAN;2827;2760;120
PUEBLA;2826;2709;11
URIA;2825;2816;40
ESCOLAR;2825;2686;24
ORTIN;2822;2531;17
CREMADES;2820;2413;30
MARCHANTE;2819;2928;30
BOHORQUEZ;2818;2830;14
CANTARERO;2816;2831;37
LABORDA;2816;2776;10
PONT;2815;2546;8
AGUSTIN;2814;2833;22
STAN;2813;234;18
JOVE;2812;2751;43
ILLESCAS;2812;2700;0
CASTELLA;2811;2618;21
TEIJEIRO;2810;2933;30
LASHERAS;2809;2854;9
LECHUGA;2809;2803;24
MUELA;2807;3073;12
ESPINOLA;2803;2820;37
BONILLO;2803;2681;22
TRUEBA;2800;2806;22
BENEDICTO;2799;2790;12
NAVA;2795;2692;20
XIA;2795;238;0
ANTONIO;2794;2560;13
JUSTICIA;2793;2832;75
BRUNO;2788;2537;76
SALVADO;2784;2718;27
PALACIN;2783;2921;26
PADIN;2783;2791;48
BOLUDA;2782;2794;40
POPESCU;2782;275;36
JUNQUERA;2778;2770;20
TINOCO;2778;2697;30
MULA;2777;2781;0
ESCALERA;2777;2696;15
ELENA;2775;2800;31
ADELL;2775;2618;29
FOLCH;2774;2779;31
PALLAS;2773;2593;26
CISSE;2771;502;100
CUADRA;2770;2795;36
HORTELANO;2769;2772;42
GREGORI;2769;2665;34
ALMODOVAR;2769;2623;20
INSUA;2766;2811;91
CERON;2766;2541;21
CACHO;2764;3027;72
RUBIALES;2764;2775;22
MAMANI;2763;3262;122
PALENZUELA;2762;2862;33
ARGUELLO;2758;2727;35
VILAPLANA;2756;2558;67
GUEDES;2755;2913;142
DEL ROSARIO;2753;2827;33
TEROL;2750;2630;31
DOBLAS;2746;2718;31
PEÑARANDA;2745;2741;39
BOUZA;2744;2886;30
AHMAD;2743;264;21
ADROVER;2742;2665;143
MARZO;2741;2699;30
DONCEL;2740;2927;23
DE LOS RIOS;2740;2720;6
FORNES;2735;2796;39
LLOBET;2732;2715;19
NOGUES;2732;2699;15
GOMILA;2729;2833;48
MAGAÑA;2727;2738;10
ESTRELLA;2725;2568;33
ARMERO;2724;2695;19
AUGUSTO;2724;2021;90
BUSTILLO;2723;2687;16
MORAGA;2720;2706;13
SARRIA;2720;2653;10
CAPEL;2719;2667;45
SUERO;2717;3069;58
ARNEDO;2716;2894;43
CAVERO;2714;2492;17
ELORZA;2713;2799;23
GUAL;2712;2704;23
OÑATE;2708;2681;6
SANTACRUZ;2701;2834;26
CAMARGO;2700;2611;22
ARREBOLA;2699;2731;32
COROMINAS;2697;2603;6
DE SOUZA;2696;3310;49
CALVIÑO;2695;2612;19
VILLALTA;2692;2651;30
DIARRA;2690;342;45
ALDEA;2687;2186;15
MONSERRAT;2676;2474;31
LAMA;2667;2620;28
ORGAZ;2666;2683;61
STOICA;2666;236;16
ASTORGA;2665;2381;18
MENACHO;2664;2731;26
GALA;2664;2721;27
ABARCA;2663;2524;24
RIESCO;2661;2436;43
MIHAI;2660;218;15
OVEJERO;2659;2851;26
FARIÑAS;2659;2696;26
GAONA;2659;2479;38
PRESA;2659;2294;32
ZAPICO;2658;2652;30
CARAZO;2656;2602;53
MOLINS;2656;2553;6
GORDON;2656;2361;21
RISCO;2649;2673;29
MONSALVE;2648;2616;23
BARBER;2647;2385;17
FALCO;2646;2557;14
SALOM;2645;2511;9
CASTELO;2645;2494;10
RUBIA;2639;2672;25
PAÑOS;2639;2523;23
QUIROZ;2637;2718;17
JUEZ;2636;2654;89
VIGIL;2633;2709;37
ELIZALDE;2633;2569;75
VASCO;2633;2369;17
ARCO;2630;2557;36
PLATERO;2630;2530;13
CRESPI;2630;2462;85
OLIVAS;2628;2349;32
MARFIL;2626;2736;17
CARCELES;2626;2379;8
CAMPUZANO;2625;2427;19
GAYA;2623;2385;42
VASILE;2623;236;12
BRICEÑO;2621;2589;29
CALLEJON;2621;2527;21
MELCHOR;2617;2777;15
MESTRES;2614;2579;9
ARIÑO;2608;2747;36
GHEORGHE;2605;218;10
AVENDAÑO;2604;2432;24
GRANELL;2604;2421;14
SANTAELLA;2603;2672;13
TARIN;2603;2527;46
SEBASTIA;2602;2578;26
LLAMAZARES;2602;2517;74
ALLENDE;2601;2519;24
VILLAREJO;2600;2780;37
POYATOS;2600;2511;27
CAÑO;2599;2415;49
NOVAS;2595;2800;37
ALDANA;2595;2582;20
CHAVARRIA;2595;2517;42
MALO;2594;2594;16
LIGERO;2592;2668;12
ADRIAN;2592;2637;15
SAIDI;2588;857;77
CORREDERA;2586;2602;18
GUO;2586;194;7
BATALLER;2582;2548;39
RIBA;2578;2408;9
POL;2577;2481;17
ODRIOZOLA;2577;2456;33
TEIXIDO;2577;2272;22
SILLERO;2576;2701;46
VICTORIA;2576;2594;16
BEL;2574;2474;29
SANTANDER;2572;2670;36
ARRIAGA;2570;2566;13
ARMENDARIZ;2567;2608;17
COLORADO;2565;2734;10
PICHARDO;2563;2551;42
EZQUERRA;2561;2681;51
CABALEIRO;2558;2479;71
TORRENS;2557;2434;9
FEITO;2550;2702;78
OLIVE;2549;2538;26
CALVET;2549;2479;9
CLAROS;2547;2678;21
DOVAL;2547;2556;20
DOPICO;2547;2197;37
LIMON;2546;2654;31
PEDREIRA;2546;2581;30
MANCILLA;2546;2578;24
